citizen_code,geo_code,citizen,geo,values,TOTAL,NAT,FOR,EFTA_FOR,EU28_FOR
MK,LT,"Former Yugoslav Republic of Macedonia, the",Lithuania,1,2888558,2869876,18682,135,4949
ML,LT,Mali,Lithuania,1,2888558,2869876,18682,135,4949
MM,LT,Myanmar/Burma,Lithuania,0,2888558,2869876,18682,135,4949
MN,LT,Mongolia,Lithuania,1,2888558,2869876,18682,135,4949
MR,LT,Mauritania,Lithuania,5,2888558,2869876,18682,135,4949
MS,LT,Montserrat (UK),Lithuania,0,2888558,2869876,18682,135,4949
MT,LT,Malta,Lithuania,4,2888558,2869876,18682,135,4949
MU,LT,Mauritius,Lithuania,0,2888558,2869876,18682,135,4949
MV,LT,Maldives,Lithuania,0,2888558,2869876,18682,135,4949
MW,LT,Malawi,Lithuania,0,2888558,2869876,18682,135,4949
MX,LT,Mexico,Lithuania,6,2888558,2869876,18682,135,4949
MY,LT,Malaysia,Lithuania,0,2888558,2869876,18682,135,4949
MZ,LT,Mozambique,Lithuania,0,2888558,2869876,18682,135,4949
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,LT,New Caledonia (FR),Lithuania,0,2888558,2869876,18682,135,4949
NE,LT,Niger,Lithuania,0,2888558,2869876,18682,135,4949
NG,LT,Nigeria,Lithuania,0,2888558,2869876,18682,135,4949
NI,LT,Nicaragua,Lithuania,0,2888558,2869876,18682,135,4949
NL,LT,Netherlands,Lithuania,87,2888558,2869876,18682,135,4949
NO,LT,Norway,Lithuania,91,2888558,2869876,18682,135,4949
NP,LT,Nepal,Lithuania,0,2888558,2869876,18682,135,4949
NR,LT,Nauru,Lithuania,0,2888558,2869876,18682,135,4949
NZ,LT,New Zealand,Lithuania,2,2888558,2869876,18682,135,4949
OM,LT,Oman,Lithuania,0,2888558,2869876,18682,135,4949
PA,LT,Panama,Lithuania,0,2888558,2869876,18682,135,4949
PE,LT,Peru,Lithuania,10,2888558,2869876,18682,135,4949
PF,LT,French Polynesia (FR),Lithuania,0,2888558,2869876,18682,135,4949
PG,LT,Papua New Guinea,Lithuania,0,2888558,2869876,18682,135,4949
PH,LT,Philippines,Lithuania,0,2888558,2869876,18682,135,4949
PK,LT,Pakistan,Lithuania,15,2888558,2869876,18682,135,4949
PL,LT,Poland,Lithuania,1322,2888558,2869876,18682,135,4949
PM,LT,Saint Pierre and Miquelon (FR),Lithuania,0,2888558,2869876,18682,135,4949
PN,LT,Pitcairn Islands (UK),Lithuania,0,2888558,2869876,18682,135,4949
PS,LT,Palestine,Lithuania,2,2888558,2869876,18682,135,4949
PT,LT,Portugal,Lithuania,67,2888558,2869876,18682,135,4949
PW,LT,Palau,Lithuania,0,2888558,2869876,18682,135,4949
PY,LT,Paraguay,Lithuania,0,2888558,2869876,18682,135,4949
QA,LT,Qatar,Lithuania,0,2888558,2869876,18682,135,4949
RO,LT,Romania,Lithuania,369,2888558,2869876,18682,135,4949
RS,LT,Serbia,Lithuania,2,2888558,2869876,18682,135,4949
RU,LT,Russia,Lithuania,8900,2888558,2869876,18682,135,4949
RW,LT,Rwanda,Lithuania,0,2888558,2869876,18682,135,4949
SA,LT,Saudi Arabia,Lithuania,2,2888558,2869876,18682,135,4949
SB,LT,Solomon Islands,Lithuania,0,2888558,2869876,18682,135,4949
SC,LT,Seychelles,Lithuania,0,2888558,2869876,18682,135,4949
SD,LT,Sudan,Lithuania,0,2888558,2869876,18682,135,4949
SE,LT,Sweden,Lithuania,95,2888558,2869876,18682,135,4949
SG,LT,Singapore,Lithuania,0,2888558,2869876,18682,135,4949
SH,LT,"Saint Helena, Ascension and Tristan da Cunha (UK)",Lithuania,0,2888558,2869876,18682,135,4949
SI,LT,Slovenia,Lithuania,5,2888558,2869876,18682,135,4949
SK,LT,Slovakia,Lithuania,43,2888558,2869876,18682,135,4949
SL,LT,Sierra Leone,Lithuania,0,2888558,2869876,18682,135,4949
SM,LT,San Marino,Lithuania,0,2888558,2869876,18682,135,4949
SN,LT,Senegal,Lithuania,0,2888558,2869876,18682,135,4949
SO,LT,Somalia,Lithuania,0,2888558,2869876,18682,135,4949
SR,LT,Suriname,Lithuania,0,2888558,2869876,18682,135,4949
SS,LT,South Sudan,Lithuania,0,2888558,2869876,18682,135,4949
ST,LT,São Tomé and Príncipe,Lithuania,0,2888558,2869876,18682,135,4949
SV,LT,El Salvador,Lithuania,0,2888558,2869876,18682,135,4949
SX,LT,Sint Maarten,Lithuania,0,2888558,2869876,18682,135,4949
SY,LT,Syria,Lithuania,12,2888558,2869876,18682,135,4949
SZ,LT,Swaziland,Lithuania,0,2888558,2869876,18682,135,4949
TC,LT,Turks and Caicos Islands (UK),Lithuania,0,2888558,2869876,18682,135,4949
TD,LT,Chad,Lithuania,0,2888558,2869876,18682,135,4949
TG,LT,Togo,Lithuania,0,2888558,2869876,18682,135,4949
TH,LT,Thailand,Lithuania,1,2888558,2869876,18682,135,4949
TJ,LT,Tajikistan,Lithuania,3,2888558,2869876,18682,135,4949
TL,LT,Timor-Leste,Lithuania,0,2888558,2869876,18682,135,4949
TM,LT,Turkmenistan,Lithuania,6,2888558,2869876,18682,135,4949
TN,LT,Tunisia,Lithuania,6,2888558,2869876,18682,135,4949
TO,LT,Tonga,Lithuania,0,2888558,2869876,18682,135,4949
TR,LT,Turkey,Lithuania,3,2888558,2869876,18682,135,4949
TT,LT,Trinidad and Tobago,Lithuania,0,2888558,2869876,18682,135,4949
TV,LT,Tuvalu,Lithuania,0,2888558,2869876,18682,135,4949
TW,LT,Taiwan,Lithuania,1,2888558,2869876,18682,135,4949
TZ,LT,Tanzania,Lithuania,0,2888558,2869876,18682,135,4949
UA,LT,Ukraine,Lithuania,1524,2888558,2869876,18682,135,4949
UG,LT,Uganda,Lithuania,0,2888558,2869876,18682,135,4949
UK,LT,United Kingdom,Lithuania,204,2888558,2869876,18682,135,4949
US,LT,United States,Lithuania,0,2888558,2869876,18682,135,4949
UY,LT,Uruguay,Lithuania,7,2888558,2869876,18682,135,4949
UZ,LT,Uzbekistan,Lithuania,51,2888558,2869876,18682,135,4949
VA,LT,Vatican City State,Lithuania,0,2888558,2869876,18682,135,4949
VC,LT,Saint Vincent and the Grenadines,Lithuania,0,2888558,2869876,18682,135,4949
VE,LT,Venezuela,Lithuania,3,2888558,2869876,18682,135,4949
VG,LT,British Virgin Islands (UK),Lithuania,0,2888558,2869876,18682,135,4949
VN,LT,Vietnam,Lithuania,59,2888558,2869876,18682,135,4949
VU,LT,Vanuatu,Lithuania,0,2888558,2869876,18682,135,4949
WF,LT,Wallis and Futuna (FR),Lithuania,0,2888558,2869876,18682,135,4949
WS,LT,Samoa,Lithuania,0,2888558,2869876,18682,135,4949
XK,LT,Kosovo (under United Nations Security Council Resolution 1244/99),Lithuania,2,2888558,2869876,18682,135,4949
YE,LT,Yemen,Lithuania,0,2888558,2869876,18682,135,4949
ZA,LT,South Africa,Lithuania,2,2888558,2869876,18682,135,4949
ZM,LT,Zambia,Lithuania,0,2888558,2869876,18682,135,4949
ZW,LT,Zimbabwe,Lithuania,1,2888558,2869876,18682,135,4949
AD,LU,Andorra,Luxembourg,5,576249,307074,269175,1201,229506
AE,LU,United Arab Emirates,Luxembourg,0,576249,307074,269175,1201,229506
AF,LU,Afghanistan,Luxembourg,284,576249,307074,269175,1201,229506
AG,LU,Antigua and Barbuda,Luxembourg,1,576249,307074,269175,1201,229506
AI,LU,Anguilla (UK),Luxembourg,0,576249,307074,269175,1201,229506
AL,LU,Albania,Luxembourg,637,576249,307074,269175,1201,229506
AM,LU,Armenia,Luxembourg,58,576249,307074,269175,1201,229506
AN,LU,Former Netherlands Antilles,Luxembourg,0,576249,307074,269175,1201,229506
AO,LU,Angola,Luxembourg,97,576249,307074,269175,1201,229506
AR,LU,Argentina,Luxembourg,109,576249,307074,269175,1201,229506
AT,LU,Austria,Luxembourg,873,576249,307074,269175,1201,229506
AU,LU,Australia,Luxembourg,159,576249,307074,269175,1201,229506
AW,LU,Aruba (NL),Luxembourg,0,576249,307074,269175,1201,229506
AZ,LU,Azerbaijan,Luxembourg,86,576249,307074,269175,1201,229506
BA,LU,Bosnia and Herzegovina,Luxembourg,2156,576249,307074,269175,1201,229506
BB,LU,Barbados,Luxembourg,2,576249,307074,269175,1201,229506
BD,LU,Bangladesh,Luxembourg,83,576249,307074,269175,1201,229506
BE,LU,Belgium,Luxembourg,19406,576249,307074,269175,1201,229506
BF,LU,Burkina Faso,Luxembourg,25,576249,307074,269175,1201,229506
BG,LU,Bulgaria,Luxembourg,1224,576249,307074,269175,1201,229506
BH,LU,Bahrain,Luxembourg,0,576249,307074,269175,1201,229506
BI,LU,Burundi,Luxembourg,27,576249,307074,269175,1201,229506
BJ,LU,Benin,Luxembourg,40,576249,307074,269175,1201,229506
BL,LU,Saint-Barthélemy (FR),Luxembourg,0,576249,307074,269175,1201,229506
BM,LU,Bermuda (UK),Luxembourg,0,576249,307074,269175,1201,229506
BN,LU,Brunei Darussalam,Luxembourg,0,576249,307074,269175,1201,229506
BO,LU,Bolivia,Luxembourg,9,576249,307074,269175,1201,229506
BQ,LU,"Bonaire, Saint Eustatius and Saba",Luxembourg,0,576249,307074,269175,1201,229506
BR,LU,Brazil,Luxembourg,1784,576249,307074,269175,1201,229506
BS,LU,Bahamas,Luxembourg,1,576249,307074,269175,1201,229506
BT,LU,Bhutan,Luxembourg,5,576249,307074,269175,1201,229506
BW,LU,Botswana,Luxembourg,0,576249,307074,269175,1201,229506
BY,LU,Belarus,Luxembourg,158,576249,307074,269175,1201,229506
BZ,LU,Belize,Luxembourg,1,576249,307074,269175,1201,229506
CA,LU,Canada,Luxembourg,538,576249,307074,269175,1201,229506
CD,LU,Democratic Republic of the Congo,Luxembourg,119,576249,307074,269175,1201,229506
CF,LU,Central African Republic,Luxembourg,9,576249,307074,269175,1201,229506
CG,LU,Congo,Luxembourg,171,576249,307074,269175,1201,229506
CH,LU,Switzerland,Luxembourg,526,576249,307074,269175,1201,229506
CI,LU,Côte d'Ivoire,Luxembourg,146,576249,307074,269175,1201,229506
CL,LU,Chile,Luxembourg,59,576249,307074,269175,1201,229506
CM,LU,Cameroon,Luxembourg,468,576249,307074,269175,1201,229506
CN,LU,China (including Hong Kong),Luxembourg,2801,576249,307074,269175,1201,229506
CO,LU,Colombia,Luxembourg,143,576249,307074,269175,1201,229506
CR,LU,Costa Rica,Luxembourg,8,576249,307074,269175,1201,229506
CU,LU,Cuba,Luxembourg,85,576249,307074,269175,1201,229506
CV,LU,Cape Verde,Luxembourg,2965,576249,307074,269175,1201,229506
CW,LU,Curaçao,Luxembourg,0,576249,307074,269175,1201,229506
CY,LU,Cyprus,Luxembourg,117,576249,307074,269175,1201,229506
CZ,LU,Czech Republic,Luxembourg,997,576249,307074,269175,1201,229506
DE,LU,Germany (until 1990 former territory of the FRG),Luxembourg,12787,576249,307074,269175,1201,229506
DJ,LU,Djibouti,Luxembourg,1,576249,307074,269175,1201,229506
DK,LU,Denmark,Luxembourg,1959,576249,307074,269175,1201,229506
DM,LU,Dominica,Luxembourg,0,576249,307074,269175,1201,229506
DO,LU,Dominican Republic,Luxembourg,244,576249,307074,269175,1201,229506
DZ,LU,Algeria,Luxembourg,414,576249,307074,269175,1201,229506
EC,LU,Ecuador,Luxembourg,89,576249,307074,269175,1201,229506
EE,LU,Estonia,Luxembourg,584,576249,307074,269175,1201,229506
EG,LU,Egypt,Luxembourg,90,576249,307074,269175,1201,229506
EH,LU,Western Sahara,Luxembourg,0,576249,307074,269175,1201,229506
EL,LU,Greece,Luxembourg,2572,576249,307074,269175,1201,229506
ER,LU,Eritrea,Luxembourg,126,576249,307074,269175,1201,229506
ES,LU,Spain,Luxembourg,5521,576249,307074,269175,1201,229506
ET,LU,Ethiopia,Luxembourg,116,576249,307074,269175,1201,229506
FI,LU,Finland,Luxembourg,1244,576249,307074,269175,1201,229506
FJ,LU,Fiji,Luxembourg,0,576249,307074,269175,1201,229506
FK,LU,Falkland Islands (UK),Luxembourg,0,576249,307074,269175,1201,229506
FM,LU,Federated States of Micronesia,Luxembourg,0,576249,307074,269175,1201,229506
FO,LU,Faroes (DK),Luxembourg,0,576249,307074,269175,1201,229506
FR,LU,France,Luxembourg,41671,576249,307074,269175,1201,229506
GA,LU,Gabon,Luxembourg,17,576249,307074,269175,1201,229506
GD,LU,Grenada,Luxembourg,0,576249,307074,269175,1201,229506
GE,LU,Georgia,Luxembourg,62,576249,307074,269175,1201,229506
GG,LU,Guernsey,Luxembourg,0,576249,307074,269175,1201,229506
GH,LU,Ghana,Luxembourg,19,576249,307074,269175,1201,229506
GI,LU,Gibraltar (UK),Luxembourg,0,576249,307074,269175,1201,229506
GL,LU,Greenland (DK),Luxembourg,0,576249,307074,269175,1201,229506
GM,LU,"Gambia, The",Luxembourg,48,576249,307074,269175,1201,229506
GN,LU,Guinea,Luxembourg,122,576249,307074,269175,1201,229506
GQ,LU,Equatorial Guinea,Luxembourg,0,576249,307074,269175,1201,229506
GT,LU,Guatemala,Luxembourg,24,576249,307074,269175,1201,229506
GW,LU,Guinea-Bissau,Luxembourg,213,576249,307074,269175,1201,229506
GY,LU,Guyana,Luxembourg,0,576249,307074,269175,1201,229506
HN,LU,Honduras,Luxembourg,13,576249,307074,269175,1201,229506
HR,LU,Croatia,Luxembourg,703,576249,307074,269175,1201,229506
HT,LU,Haiti,Luxembourg,31,576249,307074,269175,1201,229506
HU,LU,Hungary,Luxembourg,1548,576249,307074,269175,1201,229506
ID,LU,Indonesia,Luxembourg,48,576249,307074,269175,1201,229506
IE,LU,Ireland,Luxembourg,1689,576249,307074,269175,1201,229506
IL,LU,Israel,Luxembourg,140,576249,307074,269175,1201,229506
IM,LU,Isle of Man,Luxembourg,0,576249,307074,269175,1201,229506
IN,LU,India,Luxembourg,1210,576249,307074,269175,1201,229506
IQ,LU,Iraq,Luxembourg,771,576249,307074,269175,1201,229506
IR,LU,Iran,Luxembourg,392,576249,307074,269175,1201,229506
IS,LU,Iceland,Luxembourg,403,576249,307074,269175,1201,229506
IT,LU,Italy,Luxembourg,20276,576249,307074,269175,1201,229506
JE,LU,Jersey,Luxembourg,0,576249,307074,269175,1201,229506
JM,LU,Jamaica,Luxembourg,13,576249,307074,269175,1201,229506
JO,LU,Jordan,Luxembourg,16,576249,307074,269175,1201,229506
JP,LU,Japan,Luxembourg,560,576249,307074,269175,1201,229506
KE,LU,Kenya,Luxembourg,21,576249,307074,269175,1201,229506
KG,LU,Kyrgyzstan,Luxembourg,12,576249,307074,269175,1201,229506
KH,LU,Cambodia,Luxembourg,12,576249,307074,269175,1201,229506
KI,LU,Kiribati,Luxembourg,0,576249,307074,269175,1201,229506
KM,LU,Comoros,Luxembourg,6,576249,307074,269175,1201,229506
KN,LU,Saint Kitts and Nevis,Luxembourg,1,576249,307074,269175,1201,229506
KP,LU,North Korea,Luxembourg,13,576249,307074,269175,1201,229506
KR,LU,South Korea,Luxembourg,167,576249,307074,269175,1201,229506
KW,LU,Kuwait,Luxembourg,3,576249,307074,269175,1201,229506
KY,LU,Cayman Islands (UK),Luxembourg,0,576249,307074,269175,1201,229506
KZ,LU,Kazakhstan,Luxembourg,32,576249,307074,269175,1201,229506
LA,LU,Laos,Luxembourg,10,576249,307074,269175,1201,229506
LB,LU,Lebanon,Luxembourg,86,576249,307074,269175,1201,229506
LC,LU,Saint Lucia,Luxembourg,0,576249,307074,269175,1201,229506
LI,LU,Liechtenstein,Luxembourg,4,576249,307074,269175,1201,229506
LK,LU,Sri Lanka,Luxembourg,43,576249,307074,269175,1201,229506
LR,LU,Liberia,Luxembourg,30,576249,307074,269175,1201,229506
LS,LU,Lesotho,Luxembourg,0,576249,307074,269175,1201,229506
LT,LU,Lithuania,Luxembourg,874,576249,307074,269175,1201,229506
LV,LU,Latvia,Luxembourg,649,576249,307074,269175,1201,229506
LY,LU,Libya,Luxembourg,20,576249,307074,269175,1201,229506
MA,LU,Morocco,Luxembourg,830,576249,307074,269175,1201,229506
MC,LU,Monaco,Luxembourg,2,576249,307074,269175,1201,229506
MD,LU,Moldova,Luxembourg,58,576249,307074,269175,1201,229506
ME,LU,Montenegro,Luxembourg,3818,576249,307074,269175,1201,229506
MG,LU,Madagascar,Luxembourg,47,576249,307074,269175,1201,229506
MH,LU,Marshall Islands,Luxembourg,0,576249,307074,269175,1201,229506
MK,LU,"Former Yugoslav Republic of Macedonia, the",Luxembourg,507,576249,307074,269175,1201,229506
ML,LU,Mali,Luxembourg,33,576249,307074,269175,1201,229506
MM,LU,Myanmar/Burma,Luxembourg,1,576249,307074,269175,1201,229506
MN,LU,Mongolia,Luxembourg,25,576249,307074,269175,1201,229506
MR,LU,Mauritania,Luxembourg,3,576249,307074,269175,1201,229506
MS,LU,Montserrat (UK),Luxembourg,0,576249,307074,269175,1201,229506
MT,LU,Malta,Luxembourg,256,576249,307074,269175,1201,229506
MU,LU,Mauritius,Luxembourg,188,576249,307074,269175,1201,229506
MV,LU,Maldives,Luxembourg,0,576249,307074,269175,1201,229506
MW,LU,Malawi,Luxembourg,6,576249,307074,269175,1201,229506
MX,LU,Mexico,Luxembourg,205,576249,307074,269175,1201,229506
MY,LU,Malaysia,Luxembourg,60,576249,307074,269175,1201,229506
MZ,LU,Mozambique,Luxembourg,6,576249,307074,269175,1201,229506
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,LU,New Caledonia (FR),Luxembourg,0,576249,307074,269175,1201,229506
NE,LU,Niger,Luxembourg,134,576249,307074,269175,1201,229506
NG,LU,Nigeria,Luxembourg,161,576249,307074,269175,1201,229506
NI,LU,Nicaragua,Luxembourg,14,576249,307074,269175,1201,229506
NL,LU,Netherlands,Luxembourg,4033,576249,307074,269175,1201,229506
NO,LU,Norway,Luxembourg,268,576249,307074,269175,1201,229506
NP,LU,Nepal,Luxembourg,263,576249,307074,269175,1201,229506
NR,LU,Nauru,Luxembourg,0,576249,307074,269175,1201,229506
NZ,LU,New Zealand,Luxembourg,52,576249,307074,269175,1201,229506
OM,LU,Oman,Luxembourg,0,576249,307074,269175,1201,229506
PA,LU,Panama,Luxembourg,8,576249,307074,269175,1201,229506
PE,LU,Peru,Luxembourg,156,576249,307074,269175,1201,229506
PF,LU,French Polynesia (FR),Luxembourg,2,576249,307074,269175,1201,229506
PG,LU,Papua New Guinea,Luxembourg,0,576249,307074,269175,1201,229506
PH,LU,Philippines,Luxembourg,385,576249,307074,269175,1201,229506
PK,LU,Pakistan,Luxembourg,102,576249,307074,269175,1201,229506
PL,LU,Poland,Luxembourg,4070,576249,307074,269175,1201,229506
PM,LU,Saint Pierre and Miquelon (FR),Luxembourg,0,576249,307074,269175,1201,229506
PN,LU,Pitcairn Islands (UK),Luxembourg,0,576249,307074,269175,1201,229506
PS,LU,Palestine,Luxembourg,17,576249,307074,269175,1201,229506
PT,LU,Portugal,Luxembourg,93124,576249,307074,269175,1201,229506
PW,LU,Palau,Luxembourg,0,576249,307074,269175,1201,229506
PY,LU,Paraguay,Luxembourg,26,576249,307074,269175,1201,229506
QA,LU,Qatar,Luxembourg,1,576249,307074,269175,1201,229506
RO,LU,Romania,Luxembourg,3833,576249,307074,269175,1201,229506
RS,LU,Serbia,Luxembourg,2367,576249,307074,269175,1201,229506
RU,LU,Russia,Luxembourg,1469,576249,307074,269175,1201,229506
RW,LU,Rwanda,Luxembourg,38,576249,307074,269175,1201,229506
SA,LU,Saudi Arabia,Luxembourg,0,576249,307074,269175,1201,229506
SB,LU,Solomon Islands,Luxembourg,4,576249,307074,269175,1201,229506
SC,LU,Seychelles,Luxembourg,0,576249,307074,269175,1201,229506
SD,LU,Sudan,Luxembourg,18,576249,307074,269175,1201,229506
SE,LU,Sweden,Luxembourg,1877,576249,307074,269175,1201,229506
SG,LU,Singapore,Luxembourg,47,576249,307074,269175,1201,229506
SH,LU,"Saint Helena, Ascension and Tristan da Cunha (UK)",Luxembourg,0,576249,307074,269175,1201,229506
SI,LU,Slovenia,Luxembourg,669,576249,307074,269175,1201,229506
SK,LU,Slovakia,Luxembourg,831,576249,307074,269175,1201,229506
SL,LU,Sierra Leone,Luxembourg,14,576249,307074,269175,1201,229506
SM,LU,San Marino,Luxembourg,2,576249,307074,269175,1201,229506
SN,LU,Senegal,Luxembourg,270,576249,307074,269175,1201,229506
SO,LU,Somalia,Luxembourg,66,576249,307074,269175,1201,229506
SR,LU,Suriname,Luxembourg,0,576249,307074,269175,1201,229506
SS,LU,South Sudan,Luxembourg,0,576249,307074,269175,1201,229506
ST,LU,São Tomé and Príncipe,Luxembourg,24,576249,307074,269175,1201,229506
SV,LU,El Salvador,Luxembourg,13,576249,307074,269175,1201,229506
SX,LU,Sint Maarten,Luxembourg,0,576249,307074,269175,1201,229506
SY,LU,Syria,Luxembourg,831,576249,307074,269175,1201,229506
SZ,LU,Swaziland,Luxembourg,0,576249,307074,269175,1201,229506
TC,LU,Turks and Caicos Islands (UK),Luxembourg,0,576249,307074,269175,1201,229506
TD,LU,Chad,Luxembourg,3,576249,307074,269175,1201,229506
TG,LU,Togo,Luxembourg,163,576249,307074,269175,1201,229506
TH,LU,Thailand,Luxembourg,391,576249,307074,269175,1201,229506
TJ,LU,Tajikistan,Luxembourg,8,576249,307074,269175,1201,229506
TL,LU,Timor-Leste,Luxembourg,0,576249,307074,269175,1201,229506
TM,LU,Turkmenistan,Luxembourg,7,576249,307074,269175,1201,229506
TN,LU,Tunisia,Luxembourg,510,576249,307074,269175,1201,229506
TO,LU,Tonga,Luxembourg,0,576249,307074,269175,1201,229506
TR,LU,Turkey,Luxembourg,595,576249,307074,269175,1201,229506
TT,LU,Trinidad and Tobago,Luxembourg,3,576249,307074,269175,1201,229506
TV,LU,Tuvalu,Luxembourg,0,576249,307074,269175,1201,229506
TW,LU,Taiwan,Luxembourg,29,576249,307074,269175,1201,229506
TZ,LU,Tanzania,Luxembourg,15,576249,307074,269175,1201,229506
UA,LU,Ukraine,Luxembourg,653,576249,307074,269175,1201,229506
UG,LU,Uganda,Luxembourg,17,576249,307074,269175,1201,229506
UK,LU,United Kingdom,Luxembourg,6119,576249,307074,269175,1201,229506
US,LU,United States,Luxembourg,2279,576249,307074,269175,1201,229506
UY,LU,Uruguay,Luxembourg,25,576249,307074,269175,1201,229506
UZ,LU,Uzbekistan,Luxembourg,23,576249,307074,269175,1201,229506
VA,LU,Vatican City State,Luxembourg,0,576249,307074,269175,1201,229506
VC,LU,Saint Vincent and the Grenadines,Luxembourg,2,576249,307074,269175,1201,229506
VE,LU,Venezuela,Luxembourg,89,576249,307074,269175,1201,229506
VG,LU,British Virgin Islands (UK),Luxembourg,0,576249,307074,269175,1201,229506
VN,LU,Vietnam,Luxembourg,140,576249,307074,269175,1201,229506
VU,LU,Vanuatu,Luxembourg,0,576249,307074,269175,1201,229506
WF,LU,Wallis and Futuna (FR),Luxembourg,0,576249,307074,269175,1201,229506
WS,LU,Samoa,Luxembourg,0,576249,307074,269175,1201,229506
XK,LU,Kosovo (under United Nations Security Council Resolution 1244/99),Luxembourg,1507,576249,307074,269175,1201,229506
YE,LU,Yemen,Luxembourg,1,576249,307074,269175,1201,229506
ZA,LU,South Africa,Luxembourg,187,576249,307074,269175,1201,229506
ZM,LU,Zambia,Luxembourg,8,576249,307074,269175,1201,229506
ZW,LU,Zimbabwe,Luxembourg,20,576249,307074,269175,1201,229506
AD,LV,Andorra,Latvia,0,1968957,1680011,288946,141,5974
AE,LV,United Arab Emirates,Latvia,0,1968957,1680011,288946,141,5974
AF,LV,Afghanistan,Latvia,3,1968957,1680011,288946,141,5974
AG,LV,Antigua and Barbuda,Latvia,1,1968957,1680011,288946,141,5974
AI,LV,Anguilla (UK),Latvia,0,1968957,1680011,288946,141,5974
AL,LV,Albania,Latvia,3,1968957,1680011,288946,141,5974
AM,LV,Armenia,Latvia,189,1968957,1680011,288946,141,5974
AN,LV,Former Netherlands Antilles,Latvia,0,1968957,1680011,288946,141,5974
AO,LV,Angola,Latvia,1,1968957,1680011,288946,141,5974
AR,LV,Argentina,Latvia,4,1968957,1680011,288946,141,5974
AT,LV,Austria,Latvia,29,1968957,1680011,288946,141,5974
AU,LV,Australia,Latvia,19,1968957,1680011,288946,141,5974
AW,LV,Aruba (NL),Latvia,0,1968957,1680011,288946,141,5974
AZ,LV,Azerbaijan,Latvia,154,1968957,1680011,288946,141,5974
BA,LV,Bosnia and Herzegovina,Latvia,1,1968957,1680011,288946,141,5974
BB,LV,Barbados,Latvia,1,1968957,1680011,288946,141,5974
BD,LV,Bangladesh,Latvia,4,1968957,1680011,288946,141,5974
BE,LV,Belgium,Latvia,28,1968957,1680011,288946,141,5974
BF,LV,Burkina Faso,Latvia,0,1968957,1680011,288946,141,5974
BG,LV,Bulgaria,Latvia,133,1968957,1680011,288946,141,5974
BH,LV,Bahrain,Latvia,0,1968957,1680011,288946,141,5974
BI,LV,Burundi,Latvia,0,1968957,1680011,288946,141,5974
BJ,LV,Benin,Latvia,0,1968957,1680011,288946,141,5974
BL,LV,Saint-Barthélemy (FR),Latvia,0,1968957,1680011,288946,141,5974
BM,LV,Bermuda (UK),Latvia,0,1968957,1680011,288946,141,5974
BN,LV,Brunei Darussalam,Latvia,0,1968957,1680011,288946,141,5974
BO,LV,Bolivia,Latvia,0,1968957,1680011,288946,141,5974
BQ,LV,"Bonaire, Saint Eustatius and Saba",Latvia,0,1968957,1680011,288946,141,5974
BR,LV,Brazil,Latvia,8,1968957,1680011,288946,141,5974
BS,LV,Bahamas,Latvia,0,1968957,1680011,288946,141,5974
BT,LV,Bhutan,Latvia,0,1968957,1680011,288946,141,5974
BW,LV,Botswana,Latvia,0,1968957,1680011,288946,141,5974
BY,LV,Belarus,Latvia,1988,1968957,1680011,288946,141,5974
